"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0547373580974452 0.0630777462565519 0.0588313697063384 0.0588696608807471 0.06 60000 0.9999 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00795119149423198 0.0109788504010914 0.00942256257823063 0.00945202110286267 0.01 60000 0.9999 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.699299046285482 0.775800403745883 0.737088506745856 0.737051255571143 0.7 60000 0.9999 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.684063213282826 0.74698150555796 0.716863469732697 0.71672605841668 0.7 60000 0.9999 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.666460618349397 0.749833740717036 0.709709030020845 0.710095983364867 0.7 60000 0.9999 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.675111724553113 0.739709616769047 0.707633833188042 0.707773021836469 0.7 60000 0.9999 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998912622408371 0.999998327261077 0.999513055457531 0.999479237187647 0.9999 60000 0.9999 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99915433145472 0.999999996263986 0.999746426999524 0.99967842301905 0.9999 60000 0.9999 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999377101322568 0.999999845287537 0.999821478685881 0.999769988288872 0.9999 60000 0.9999 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999259808189337 0.999999941405499 0.999776058122515 0.999716291262958 0.9999 60000 0.9999 "300+/1000-"
"v.efficacy" "v.efficacy" 0.483823595456173 0.620378532076664 0.553251347570898 0.554042301668976 0.6 60000 0.9999 "300+/1000-"
