"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0553382600279253 0.0628904220153838 0.0590425396092514 0.0590505302373109 0.06
"Low prevalence pop" "Low prevalence pop" 0.0092299673312121 0.0123826079239053 0.0107573459087302 0.0107648138675126 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.661170731780435 0.760810895519822 0.708571764413924 0.709226428916096 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.672104559112077 0.738550424983225 0.706835608244654 0.706799263721596 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.628763083879173 0.73355307218599 0.680899708641272 0.680908346292871 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.669246980242136 0.734843875090651 0.701434845194878 0.701678461671517 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997866819431944 0.999573205746184 0.998730479741491 0.998712416328962 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998658505763502 0.999999852667973 0.999427158707997 0.999383573045923 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998400459199671 0.999857480091144 0.999161256752998 0.999143662252783 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.998454740701358 0.999986454121369 0.999235088574691 0.999213619245077 0.999
"v.efficacy" "v.efficacy" 0.493889623993477 0.63109266225364 0.557492628216874 0.558511773869573 0.6
