"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0575124025129986 0.060893698355484 0.0591520034834827 0.0591660708271055 0.06
"Low prevalence pop" "Low prevalence pop" 0.00899491860722728 0.0105689762143797 0.00977668788252688 0.009790768325149 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.698417931181902 0.738965209931563 0.718209772932624 0.71795486507237 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.67994983548123 0.711537080175598 0.694755769059777 0.69479450347529 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.677243503755712 0.716635779580139 0.696683890788594 0.696825013022709 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.67973007557561 0.711558792981164 0.69586915683816 0.69559044338961 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999722213917735 1.00028398802999 0.999992831643904 0.999991834547839 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99963010803805 1.00036789348973 0.999984582693682 0.999989908085925 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999309533585579 0.999902574737747 0.999594130111377 0.99959266192907 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999350288737141 1.00012940838534 0.999747495333369 0.999745496453233 0.9999
"v.efficacy" "v.efficacy" 0.564380905928574 0.622622420931507 0.593886936571832 0.593905021203637 0.6
