"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0562805426779861 0.0643937416470218 0.0603755844131152 0.0603232921139507 0.06 70000 0.9997 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00855702067408222 0.0113363578489908 0.00993599267471647 0.00995347050463881 0.01 70000 0.9997 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.655162492609707 0.730354306735829 0.693064741296234 0.693375719501355 0.7 70000 0.9997 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.666753105372941 0.72667707003718 0.697183846428014 0.697184493968764 0.7 70000 0.9997 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.640233785095759 0.720762563052041 0.679816589941657 0.679931871150328 0.7 70000 0.9997 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.657646225533512 0.717873854280367 0.688288211032934 0.688351501378259 0.7 70000 0.9997 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998891915005363 0.999999549866283 0.99952768224305 0.999482602046483 0.9997 70000 0.9997 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999127060518379 0.999999843468195 0.999735296807834 0.999665222453065 0.9997 70000 0.9997 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999044787042423 0.99995813830915 0.999572980289335 0.999538323894799 0.9997 70000 0.9997 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999335534329424 0.999999842209807 0.999827176757765 0.999766277383836 0.9997 70000 0.9997 "300+/1000-"
"v.efficacy" "v.efficacy" 0.514750722336064 0.656375334258885 0.587119664468601 0.587916740935699 0.6 70000 0.9997 "300+/1000-"
