"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.05449742409319 0.0628100974015145 0.0581370449334002 0.0581869228385042 0.06 1e+05 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00793522409362319 0.0112807497810225 0.00965890393535541 0.00967864043285223 0.01 1e+05 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.657170965613682 0.750673378373587 0.702839315237634 0.703566866408803 0.7 1e+05 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.635816202700108 0.708222890583186 0.669693108484452 0.670362108394614 0.7 1e+05 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.658191637383888 0.746742383747931 0.70268736542248 0.702805603167076 0.7 1e+05 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.668344723361558 0.743279188890508 0.707263834328762 0.707200258491171 0.7 1e+05 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998419790869255 0.999855115647165 0.999153515219228 0.999145415963475 0.999 1e+05 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997053288956947 0.999085197112155 0.998068076754529 0.998067549229342 0.999 1e+05 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998099809658564 0.999638326478281 0.998911085938698 0.998892964346731 0.999 1e+05 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997467431795943 0.999513375814897 0.9984880561807 0.998477254839929 0.999 1e+05 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.536499319075066 0.680749030080475 0.605433715847343 0.606717415635358 0.6 1e+05 0.999 "30+/100-"
