"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0572394586108321 0.0638598003810639 0.0603646061886582 0.0603794173891802 0.06
"Low prevalence pop" "Low prevalence pop" 0.00887427484403671 0.0116741746161807 0.010240854416408 0.0102648116194908 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.731964971978654 0.838423616569539 0.783701345571557 0.78375135078305 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.823897542376255 0.876437213210082 0.851519125297908 0.851249864753621 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.789338834586227 0.906358318510338 0.848020535570859 0.847965153224202 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.830713873399861 0.884108179642515 0.855258907757777 0.855296130913193 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998180499825712 0.999384550233461 0.998790452427723 0.998780786516949 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998086429948595 0.999662137273644 0.998947214310231 0.998921171768766 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999103058545873 1.00012284456372 0.99959973323601 0.999587735142909 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998597969996818 1.0000303010888 0.999309808251323 0.999297976020405 0.999
"v.efficacy" "v.efficacy" 0.273862516448814 0.356313766357746 0.314188814024124 0.314796808036333 0.3
