"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0569242257347389 0.0668473704655447 0.0618902413394927 0.0618943374282839 0.06 60000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00860872268077555 0.0126574327080545 0.0105759058812296 0.0105978156222792 0.01 60000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.675543544728501 0.802601632722287 0.734388699161138 0.735159322103554 0.7 60000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.658651660131389 0.740300543805524 0.701106949169889 0.70117505079156 0.7 60000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.659151684924102 0.774358380233554 0.717844046930024 0.717810827102134 0.7 60000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.696592295682398 0.780906205563407 0.738233428521558 0.738830823559332 0.7 60000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998219379914516 0.999951230610996 0.999080772865215 0.999061055712737 0.999 60000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997690858793902 0.999900822945792 0.998800374294144 0.998765478619626 0.999 60000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997418194683802 0.999458342044692 0.998500409421828 0.998467717166233 0.999 60000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99800613999389 0.999970193513116 0.999074460857525 0.999022289234033 0.999 60000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.454154697024955 0.610885966537946 0.53181220157284 0.532903309741586 0.6 60000 0.999 "30+/100-"
