"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0509318021077337 0.0593139100985317 0.0550848224162779 0.0550750939839818 0.06 70000 0.9998 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00722779538275981 0.0103979174228844 0.00891141932491628 0.00890811364151582 0.01 70000 0.9998 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.683495147935982 0.770250335075027 0.724926194880714 0.724650633161788 0.7 70000 0.9998 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.683122827884915 0.752778016827846 0.718214230530578 0.717971138685229 0.7 70000 0.9998 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.660857614117723 0.738939660918662 0.699194387203027 0.699073323328401 0.7 70000 0.9998 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.655982755225579 0.725651154356485 0.690603164502284 0.690937969774363 0.7 70000 0.9998 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99916049735581 0.999999553474746 0.999678600276385 0.999636246203736 0.9998 70000 0.9998 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998511305194861 0.999998720586613 0.999335578029374 0.999296183226296 0.9998 70000 0.9998 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998324742658528 0.999751566580151 0.999077224355356 0.999061515193976 0.9998 70000 0.9998 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998390181380817 0.999992072559221 0.999185550523181 0.99915438219198 0.9998 70000 0.9998 "300+/1000-"
"v.efficacy" "v.efficacy" 0.532062231831289 0.68525030710562 0.6019759968311 0.602722335118596 0.6 70000 0.9998 "300+/1000-"
