"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0555639349670931 0.0647365110332162 0.0599787308980366 0.0600038646434657 0.06 80000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00891859459207535 0.0125882636476156 0.0106088663164213 0.0106530664812839 0.01 80000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.648931695686473 0.749824787343603 0.701496150322451 0.702028004306173 0.7 80000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.664380706298505 0.738392233030816 0.700883952448504 0.701174011802603 0.7 80000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.669594863409217 0.765404645745787 0.71986331608695 0.72036030660057 0.7 80000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.664809020523953 0.745171893765719 0.704358246403169 0.70407823102137 0.7 80000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998406971508338 0.999878882347268 0.999201984152641 0.999182777148133 0.999 80000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997436871768448 0.999678624912442 0.998583170564729 0.9985650270606 0.999 80000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998179129113604 0.999879712949715 0.999038564523606 0.999014882454334 0.999 80000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998289218694973 0.99999130262192 0.999195905107656 0.999158613433767 0.999 80000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.51966502279323 0.670873736953303 0.589428350560742 0.591118954025963 0.6 80000 0.999 "30+/100-"
