"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0560779675227929 0.0676937559204132 0.0615321817940124 0.0616383054376599 0.06
"Low prevalence pop" "Low prevalence pop" 0.00901774764473996 0.0146796134394084 0.011709167493312 0.0117778947783164 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.526441808705548 0.719376735610056 0.624032357157097 0.625310906165164 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.654677987514058 0.754062877001131 0.705673773346106 0.70577417915058 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.592823888306884 0.821290030176443 0.704227799098933 0.706767548987981 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.673211567327331 0.770742081039704 0.721138219105539 0.720991764413718 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997164165645456 0.999325691860495 0.998313668434466 0.998281192663497 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997926164362988 1.00071239536542 0.999275496212273 0.999277627692284 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.998610074184332 1.00048423944379 0.999588352900467 0.999560684719419 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997123875868189 1.0002093987146 0.998637904174908 0.998637097630085 0.9987
"v.efficacy" "v.efficacy" 0.248709426219911 0.398424338813223 0.319511518755479 0.320779952839238 0.3
