"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0561394725594443 0.0660272694469997 0.0610097071082823 0.0610900443257491 0.06 50000 0.9996 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00812204402268906 0.011678947817251 0.00984321816727382 0.00986652646117707 0.01 50000 0.9996 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.653026932116821 0.761303911303444 0.706927143292744 0.707723061504867 0.7 50000 0.9996 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.673775053103274 0.755020098367881 0.713702899759441 0.713983273646013 0.7 50000 0.9996 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.680283728203355 0.789480793908757 0.731403090337046 0.732177623817026 0.7 50000 0.9996 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.681398660857769 0.762719246670628 0.720447352291712 0.720918610797326 0.7 50000 0.9996 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998652307850342 0.999999852589808 0.999433945092118 0.999378154511 0.9996 50000 0.9996 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998672752346978 0.99999997131585 0.999536218480537 0.999457487064994 0.9996 50000 0.9996 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998780223324698 0.999999993238311 0.999535965215447 0.999473117847467 0.9996 50000 0.9996 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998750952748419 0.999999861259334 0.999556666219735 0.999479778671575 0.9996 50000 0.9996 "30+/100-"
"v.efficacy" "v.efficacy" 0.49501136195405 0.662911345069615 0.582563467817812 0.582352206222532 0.6 50000 0.9996 "30+/100-"
