"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.054799711767919 0.0655833462480843 0.0603662489961456 0.0603697237305125 0.06 40000 0.9998 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00740008527125373 0.0114091328764316 0.00932859242252888 0.00936175842097544 0.01 40000 0.9998 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.651421700622955 0.789965598933147 0.720603948302097 0.720771341616403 0.7 40000 0.9998 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.697632415817042 0.790182572979727 0.746663750419029 0.746612861626388 0.7 40000 0.9998 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.641970037888706 0.769013139373534 0.704320460219218 0.704898031822229 0.7 40000 0.9998 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.652091018734441 0.737380479034384 0.696886650174455 0.696846203891071 0.7 40000 0.9998 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998417517138505 0.999999809709172 0.999343427543371 0.999275356185151 0.9998 40000 0.9998 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998665279823479 0.999999964252195 0.999574056182885 0.999477826596256 0.9998 40000 0.9998 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997606334516544 0.999729311155292 0.998663617686868 0.998648892902126 0.9998 40000 0.9998 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998247750083286 0.999999825471625 0.999246748697125 0.999181076144128 0.9998 40000 0.9998 "30+/100-"
"v.efficacy" "v.efficacy" 0.462585108672847 0.657210022477913 0.555330615338543 0.558479164290946 0.6 40000 0.9998 "30+/100-"
