"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0526270899717389 0.0604094250077895 0.0565564232512464 0.0565393117417785 0.06
"Low prevalence pop" "Low prevalence pop" 0.00625144821916497 0.00893791282555459 0.00751733825062987 0.00754478130968038 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.694558178556372 0.783511062539735 0.741561546048028 0.741511273403099 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.701364100633111 0.771847884490803 0.73612031979308 0.736158718357586 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.726232553817794 0.81816985426174 0.77287268064981 0.772659200143619 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.673682471071807 0.744140552754203 0.706881250413931 0.706703918030855 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997328759940638 0.998850365837023 0.998093381394617 0.998086974618889 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997041998203463 0.998872554236512 0.997971774343203 0.997961806363975 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998235074132488 0.999567045198913 0.998951977751794 0.998939782894715 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.997069767518431 0.998831656980318 0.997961171255889 0.997951228478907 0.999
"v.efficacy" "v.efficacy" 0.510802946889375 0.643183726817678 0.57407019951823 0.575583436081612 0.6
