"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0344924902308785 0.06432927210668 0.0482939134917491 0.0485607375857552 0.06
"Low prevalence pop" "Low prevalence pop" 0.00252295585403408 0.0124684190097449 0.00697053836401047 0.00728831029416277 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.500052368880331 0.869567483401898 0.657912159860068 0.670933249805442 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.664459447680739 0.994865960982472 0.811998526978734 0.812151876446692 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.643181464264912 0.989256743911435 0.809902657920347 0.808360474854402 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.608546309506363 0.922158284740217 0.759796522491907 0.761485922985921 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.995681475281727 0.999999404483269 0.998285528125743 0.998062109782365 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.993337349362231 0.999999479249654 0.997359025718831 0.997038790367339 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.992137428016034 0.999999363215511 0.996217168396351 0.996018882616638 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.990386611835017 0.999237454384516 0.994951950638094 0.994785834785846 0.999
"v.efficacy" "v.efficacy" 0.363224178369587 0.957100020884769 0.637700190423635 0.648113989034383 0.6
