"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0582945974693038 0.0649201498375177 0.0616230972841269 0.0616171129367071 0.06 1e+05 0.9991 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00892979994222946 0.0116470815367941 0.0103172917548535 0.0103322890218153 0.01 1e+05 0.9991 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.693586328300688 0.743352478064193 0.719191753388179 0.719398193825224 0.7 1e+05 0.9991 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.659683184693748 0.701485593487281 0.679730002670506 0.679745462796713 0.7 1e+05 0.9991 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.679412265509122 0.728375027396593 0.703118018798088 0.702999874257985 0.7 1e+05 0.9991 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.69276898114758 0.739025785246027 0.716597375508578 0.716613457316957 0.7 1e+05 0.9991 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998576280875456 0.999564632423762 0.999055866303191 0.999053194110021 0.9991 1e+05 0.9991 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998129700922179 0.999472500533997 0.99884942450504 0.998833584956324 0.9991 1e+05 0.9991 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99879376099567 0.999751023162136 0.999289571721101 0.999273486059606 0.9991 1e+05 0.9991 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999217344684074 0.999999861141885 0.999713710066152 0.999672937076153 0.9991 1e+05 0.9991 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.521906961642189 0.629960820201908 0.571964172422834 0.572519862629656 0.6 1e+05 0.9991 "1500+/5000-"
