"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0499592772838736 0.0617201264525742 0.055897535910592 0.0559438328036682 0.06 30000 0.9997 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.0084124465835002 0.0131985003749628 0.0107819348909205 0.0108616887856629 0.01 30000 0.9997 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.683850367588303 0.77682172646897 0.730587278002549 0.730559171137843 0.7 30000 0.9997 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.664582028473099 0.745420950696839 0.707168741084939 0.70702541506128 0.7 30000 0.9997 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.682385532275377 0.778317820761417 0.732162569454744 0.731520742853978 0.7 30000 0.9997 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.646571241556249 0.741630148117827 0.693341156189885 0.694309620018503 0.7 30000 0.9997 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998979603764849 0.999999888537989 0.999663965272719 0.999597673141653 0.9997 30000 0.9997 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997478134158595 0.999999933539523 0.998922889425565 0.998835497328559 0.9997 30000 0.9997 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999128154630013 0.999999877682677 0.999748965371836 0.999676866995331 0.9997 30000 0.9997 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99902436913754 0.999999995440259 0.999747491614099 0.999659668214389 0.9997 30000 0.9997 "300+/1000-"
"v.efficacy" "v.efficacy" 0.480906329287583 0.677293394652769 0.579542678083048 0.579881236054253 0.6 30000 0.9997 "300+/1000-"
