"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0519389825132596 0.0616937088887611 0.0568003755718199 0.0568528909628296 0.06 50000 0.9994 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00788507167871056 0.011436767712032 0.00960008079409844 0.00963701476797669 0.01 50000 0.9994 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.660478276125554 0.745453208081843 0.702453647492414 0.702246628232653 0.7 50000 0.9994 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.660737875750744 0.733370862480853 0.697862605033804 0.697663086523808 0.7 50000 0.9994 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.676228089193415 0.768040509774705 0.723243271742694 0.723601049126306 0.7 50000 0.9994 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.636825759130694 0.71374096795946 0.673625601467675 0.67364513338333 0.7 50000 0.9994 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998249288856347 0.999744418485336 0.999070516813856 0.999043216769419 0.9994 50000 0.9994 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998145832176383 0.999770690765887 0.999047300174946 0.999001357130459 0.9994 50000 0.9994 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999091231158648 0.999999868576659 0.999689072018486 0.999629512485562 0.9994 50000 0.9994 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99886414397274 0.999999038684427 0.999631201622217 0.999548764602619 0.9994 50000 0.9994 "300+/1000-"
"v.efficacy" "v.efficacy" 0.500930334640398 0.66725457578504 0.582666624196486 0.584177556892874 0.6 50000 0.9994 "300+/1000-"
