"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0594846216005847 0.0948486935454423 0.0755428913612068 0.0763646660152961 0.06
"Low prevalence pop" "Low prevalence pop" 0.0105578813596429 0.030697021770575 0.0186691273487869 0.0195590236703968 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.534269932538202 0.797160245473007 0.665336381117308 0.66644152444655 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.48099523112741 0.702013706037768 0.596484190680873 0.594848937936604 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.530143282666637 0.85327215276045 0.679477263286982 0.684050729938967 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.523903161521741 0.776270186561885 0.65119810066829 0.652549468870507 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.994855832659928 1.00239104433978 0.998936745643552 0.998829674324766 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.994694227346487 1.00405935779743 0.999174610840612 0.999206892914655 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.99805835712921 1.00376389382723 1.00107472074037 1.00106112613168 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999848368735575 1.00821075719539 1.00344258654919 1.00366418508883 0.999
"v.efficacy" "v.efficacy" 0.387599141048939 0.830904032344641 0.586859708426078 0.595928397460713 0.75
