"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0554104689827102 0.0623558439676005 0.0589129281024585 0.0588938026148869 0.06 1e+05 0.9998 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00782516868904825 0.0103715390850157 0.00908454616945629 0.00910178209429929 0.01 1e+05 0.9998 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.680836041159966 0.756532500072438 0.719742724636097 0.719987771238175 0.7 1e+05 0.9998 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.682266036927603 0.739313242831897 0.710342805289062 0.71073595628682 0.7 1e+05 0.9998 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.666443335663393 0.745441762191966 0.705174348454132 0.705157642832369 0.7 1e+05 0.9998 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.707892185945543 0.77051468045224 0.738938038708522 0.73910795734918 0.7 1e+05 0.9998 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999112696186872 0.999999752928931 0.999645114035259 0.999601815157591 0.9998 1e+05 0.9998 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998331554293924 0.999868804175231 0.999081045093959 0.999071138740066 0.9998 1e+05 0.9998 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999272012133205 0.999999799809035 0.999735721154619 0.999697658993321 0.9998 1e+05 0.9998 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999143973152669 0.999999893502674 0.999713390630324 0.999655822245597 0.9998 1e+05 0.9998 "30+/100-"
"v.efficacy" "v.efficacy" 0.536517884615083 0.657285082168926 0.598011445197986 0.59886902903167 0.6 1e+05 0.9998 "30+/100-"
