"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.046030064389028 0.0582785491200161 0.0524773905068906 0.0524802164195001 0.06 30000 0.9994 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00780016713172897 0.0125532231188179 0.0101431369303346 0.0101658347575972 0.01 30000 0.9994 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.653031190805399 0.788223060835544 0.718092722208796 0.718261226130733 0.7 30000 0.9994 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.638535020721252 0.768608321117287 0.70258252054505 0.702964189996325 0.7 30000 0.9994 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.655256151992752 0.817340652508402 0.737773750545266 0.737851466282215 0.7 30000 0.9994 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.650305927651093 0.754545960644751 0.700247619926908 0.700585315675853 0.7 30000 0.9994 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997229676088615 0.999910356027761 0.998653535122829 0.998591799560326 0.9994 30000 0.9994 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998716844418432 0.999999736299862 0.999628625728535 0.999521963935682 0.9994 30000 0.9994 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998597844899755 0.999999942502311 0.999558574836301 0.999457387515781 0.9994 30000 0.9994 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.996942669643978 0.999998502036031 0.998478656094744 0.998432501559368 0.9994 30000 0.9994 "30+/100-"
"v.efficacy" "v.efficacy" 0.515835890359147 0.77163757042733 0.640711169923594 0.64358080776705 0.6 30000 0.9994 "30+/100-"
