"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0520204594817453 0.0613835506844233 0.056713173190374 0.0567226416157862 0.06 50000 0.9996 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.0079128085221776 0.011298488691589 0.00954573452133306 0.00956852547209523 0.01 50000 0.9996 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.661797910381847 0.746053170323748 0.704572015868061 0.704503353336094 0.7 50000 0.9996 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.665296154121143 0.739686572116002 0.702005314805628 0.702165175110345 0.7 50000 0.9996 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.67834803388499 0.767452496801729 0.726181005670159 0.725636929658123 0.7 50000 0.9996 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.63441375121868 0.707277708388204 0.670411412544472 0.670269196200818 0.7 50000 0.9996 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99857417362195 0.999897962048634 0.999252839570579 0.999221942602593 0.9996 50000 0.9996 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998473458744339 0.999931491375516 0.999311437446428 0.999256135481406 0.9996 50000 0.9996 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999220051304859 0.999999840539047 0.999744007211807 0.999688860527588 0.9996 50000 0.9996 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998798542852593 0.999999485475864 0.99960637421056 0.999523445408045 0.9996 50000 0.9996 "300+/1000-"
"v.efficacy" "v.efficacy" 0.502623533625571 0.662516336553846 0.579341014561584 0.581132520147542 0.6 50000 0.9996 "300+/1000-"
