"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0580253503622409 0.0619926219648043 0.0600360991081244 0.0600447201155953 0.06
"Low prevalence pop" "Low prevalence pop" 0.00963626985902263 0.0113040366869819 0.0104183114062909 0.0104260650808659 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.684998922866118 0.729297285772055 0.708201520004735 0.708245242050098 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.686702763335074 0.720585496263045 0.704684179501018 0.704531658788022 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.67075554691132 0.714666171973518 0.693275083067193 0.693212625314388 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.671560823745242 0.704569595934308 0.687938508972987 0.687938998245425 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99837935674485 0.999136193186531 0.998752910437889 0.998753018587377 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998430962246948 0.99934448379129 0.998919874637045 0.998918266295511 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.99821880110622 0.998950325872301 0.998582771885373 0.998580135388063 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99802932274648 0.99896208637128 0.998515622062256 0.998511807763974 0.9987
"v.efficacy" "v.efficacy" 0.552770745670377 0.620369500694504 0.586792928601571 0.586744714199781 0.6
