"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0558060708383645 0.127625673227685 0.0821378230794069 0.0852835493145464 0.06
"Low prevalence pop" "Low prevalence pop" 0.00714685255001025 0.0483251272329235 0.019625403788468 0.0225707612722077 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.258619517791494 0.587586647337391 0.419257003307986 0.423510842511724 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.312222931241054 0.592751335590555 0.455532561015 0.457390842235803 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.295778429589696 0.761550358079419 0.500879568933415 0.513382308822071 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.256647382689938 0.524310086814133 0.391849026237191 0.391613766300013 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.993818128944094 1.00306001874105 0.998317280619017 0.998328558500699 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99516330815749 1.00910511245218 1.00114229211406 1.00175455772083 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.997042256995993 1.00546549487553 1.00062578404316 1.00083932231916 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997022445913595 1.0068190352219 1.00162610970417 1.00191080402858 0.999
"v.efficacy" "v.efficacy" 0.237057183361718 0.826273420606748 0.512258803700367 0.525907272709545 0.6
