"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0502723924422347 0.0659178510271687 0.0577684878700146 0.0579957409855249 0.06
"Low prevalence pop" "Low prevalence pop" 0.0071342165738197 0.0136090701745123 0.0100018584314216 0.0101881056731283 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.463681760142191 0.598576393006118 0.532295660254847 0.532784157679197 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.502525906740721 0.629243114033876 0.564906573357769 0.565667817301631 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.504570915928191 0.650246821621712 0.578264964379913 0.578850607973652 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.439712954968142 0.555538724396086 0.495575758025297 0.496287992172606 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.996700378472894 0.999603434802136 0.998147826447426 0.998129907834933 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.996614761972418 1.00019924084779 0.998352939593058 0.998369211782837 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.997857482182296 1.00065196752675 0.999222185306881 0.999228526078791 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.996706146653001 0.99975773011315 0.998219583532921 0.998210466350976 0.9987
"v.efficacy" "v.efficacy" 0.618799713358596 0.92791706486503 0.775330602060602 0.776092826670583 0.75
