"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0579783334771398 0.0665247841987312 0.0622107006312817 0.0622119447644436 0.06
"Low prevalence pop" "Low prevalence pop" 0.00787294215673989 0.0111429183666258 0.00949144602615712 0.00951772146356365 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.67884187560235 0.734511188573718 0.707163800587471 0.707286884075238 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.657275368743061 0.704270391449771 0.680708065578579 0.680563483706383 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.673753547675058 0.727183588826986 0.698832573796609 0.698713785161415 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.668776605494633 0.718861216040685 0.69290507019913 0.693180794146912 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999306729514436 0.99999994582203 0.999755687874695 0.99971448968261 0.9998
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998420414355054 0.999831112734832 0.999225667203799 0.999193175298604 0.9998
"SpStd vaccine pop" "SpStd vaccine pop" 0.998670579919954 0.999819630133339 0.999240315461222 0.999226445867208 0.9998
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999441256355107 0.999999942735068 0.999848879757679 0.99979859041937 0.9998
"v.efficacy" "v.efficacy" 0.463305474538638 0.588188708505619 0.522436886942392 0.522858669922517 0.6
