"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0567093323862831 0.0673414838361032 0.0617942489804214 0.0618180991499482 0.06 40000 0.9991 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00637366131151317 0.0101681229802846 0.00824358958315135 0.00827217438716805 0.01 40000 0.9991 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.681961474641348 0.781062544773167 0.731410348103407 0.731540783088173 0.7 40000 0.9991 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.663640208125143 0.742232769938493 0.704627158362303 0.70438957796602 0.7 40000 0.9991 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.68733609326956 0.786700754409077 0.73531663243473 0.735349653831578 0.7 40000 0.9991 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.678726875778037 0.761369602683788 0.718410478079105 0.718430435119087 0.7 40000 0.9991 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997313959753489 0.999289265669072 0.998400082133712 0.998371645539957 0.9991 40000 0.9991 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997181768584569 0.999443813292398 0.998360057217424 0.998327185549405 0.9991 40000 0.9991 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997929282908293 0.999824068965605 0.998957322080348 0.998920752147383 0.9991 40000 0.9991 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998597842936176 0.999999934709711 0.999490845187723 0.999413380368337 0.9991 40000 0.9991 "300+/1000-"
"v.efficacy" "v.efficacy" 0.465898527814626 0.642267739951172 0.55011861434766 0.55159195244046 0.6 40000 0.9991 "300+/1000-"
