"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0567340970909288 0.0623415449860717 0.059505735019619 0.0595547632575832 0.06
"Low prevalence pop" "Low prevalence pop" 0.00888402781709292 0.0112697578489003 0.0100952743836576 0.0101123861002347 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.518366707333942 0.573309810463703 0.546011206270612 0.54600506253835 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.496333591662321 0.538336028679313 0.517284227417751 0.51711276127682 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.486796389169476 0.540008294107673 0.514333852196024 0.513928501401716 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.468758114362264 0.507254883221717 0.487922740292839 0.487907559367796 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998223411348662 0.999038914460978 0.998619817862792 0.998620883691584 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998565399326255 0.999605309541288 0.999100592821418 0.999106225614282 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.997798212262094 0.998596191011788 0.99820703837315 0.99820142637938 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997841300981811 0.998869543946143 0.99836730778344 0.998370709294474 0.9987
"v.efficacy" "v.efficacy" 0.501452650710591 0.588003407662594 0.542845327612961 0.54363423435252 0.6
