"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0574711101482355 0.0651149475933447 0.061242801531415 0.061251391093037 0.06 1e+05 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00989150239470401 0.0131426096201315 0.0114954155507768 0.0115017038854883 0.01 1e+05 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.622840383250521 0.700236744768354 0.660769893299191 0.661160514617797 0.7 1e+05 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.644445033392657 0.715654757052809 0.680793079636341 0.680343460212072 0.7 1e+05 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.64400225157572 0.73522332433826 0.689664579562495 0.689878963170888 0.7 1e+05 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.662409893050794 0.726301172684558 0.692704456082616 0.693382747574256 0.7 1e+05 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.9983151112407 0.999835337623739 0.999067692657075 0.999053397269663 0.999 1e+05 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998703043107232 0.999999346491707 0.999500911582066 0.999441973398827 0.999 1e+05 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999106640573244 0.999999993945616 0.999691410659445 0.999634705298847 0.999 1e+05 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99796515833068 0.999904956769144 0.998924058837476 0.998912273339553 0.999 1e+05 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.541740836383437 0.675842814104521 0.611319552592735 0.612125853197991 0.6 1e+05 0.999 "30+/100-"
