"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0557578096784266 0.067894731577695 0.0614355202519115 0.0614380618280614 0.06 40000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00889193265237314 0.0138487351509003 0.0112305728691011 0.0112739305042967 0.01 40000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.652946875575424 0.789505269648899 0.719479510147553 0.720801427581743 0.7 40000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.680031916658962 0.777858232096734 0.727747767089463 0.728003861948539 0.7 40000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.599287879340943 0.735405899104434 0.66756851149873 0.668088692865731 0.7 40000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.679400319443088 0.776310361134895 0.728390689531024 0.728557377550822 0.7 40000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997672639510226 0.999987824876676 0.998907034445114 0.998851226613587 0.999 40000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997821274065096 0.999999917092321 0.999087111564472 0.998998404012127 0.999 40000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997688402099653 0.99996222509394 0.998807589527895 0.998770162411263 0.999 40000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997560154492858 0.999996564358474 0.998873460659895 0.998814546111454 0.999 40000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.49623105232845 0.713475112663577 0.603939031483535 0.605868923114678 0.6 40000 0.999 "30+/100-"
