"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0573162243417521 0.0663053522606477 0.0615418076902765 0.0615525955565871 0.06 60000 0.9996 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00854878399573333 0.0120298110793363 0.0101410584512481 0.0101427783941577 0.01 60000 0.9996 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.69723906883663 0.815403929307417 0.754602595792034 0.754414159444672 0.7 60000 0.9996 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.673472496841914 0.748085863203037 0.708892534573373 0.709100621153178 0.7 60000 0.9996 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.665151610654336 0.767631907853824 0.71776335292147 0.718161170150665 0.7 60000 0.9996 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.702515979059565 0.777690959188336 0.738571385352365 0.738735336936011 0.7 60000 0.9996 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998867151420007 0.999999943889733 0.99955376515831 0.999497963454404 0.9996 60000 0.9996 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998655590398253 0.99999993252263 0.999497015706335 0.99942897840592 0.9996 60000 0.9996 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99791175139816 0.999745823882401 0.998838811195277 0.998817922794542 0.9996 60000 0.9996 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998624739728635 0.999999988161694 0.999497888217559 0.999419682043579 0.9996 60000 0.9996 "30+/100-"
"v.efficacy" "v.efficacy" 0.455528273860275 0.595349207809921 0.52159695098835 0.522600699161836 0.6 60000 0.9996 "30+/100-"
