"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0481198252543637 0.132754054831644 0.082145791976128 0.0860295835125345 0.06
"Low prevalence pop" "Low prevalence pop" 0.00518825482392473 0.0504657915777132 0.02108118412418 0.0242346113425118 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.276281051858418 0.651658910907153 0.458489820757699 0.463656149652269 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.236057783696718 0.532640679163687 0.376061569447981 0.378750709164773 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.329456126041871 1.21102339760666 0.673664501329382 0.716691262538381 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.207565236351682 0.461422803277402 0.330032548673563 0.33260532757936 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99251868324795 1.00057760191406 0.996893689789938 0.996777931342954 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.996773497394747 1.00933887045821 1.001793195981 1.00229987937978 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.997145597717086 1.00423104680685 1.00045040488008 1.0005698628496 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.995169555262924 1.00649149818787 1.00033098239568 1.0006676794135 0.9987
"v.efficacy" "v.efficacy" 0.0684226535998435 0.561495308988906 0.301738311946902 0.317524551724282 0.6
