"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0446359402763442 0.0726666565354909 0.0578702755671051 0.0583536769554163 0.06
"Low prevalence pop" "Low prevalence pop" 0.00412292788421494 0.0149806350477765 0.00879368216923652 0.00921750188907589 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.476935244164394 0.810064077291959 0.649027965939135 0.653080216730254 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.53369261727772 0.781908622885597 0.647258620770398 0.647599886934896 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.554155623141951 0.880198188040442 0.707451409296395 0.710775105744551 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.564487787677972 0.82621580762392 0.691835758623138 0.691506828621942 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.995513946771951 1.00074805274018 0.998423394960908 0.998278824535336 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.993692581551692 1.00066897839951 0.997422285128743 0.997352013784346 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.994985056554356 1.0010468130743 0.998219042775244 0.998116306162226 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.994405007315162 1.00148682279683 0.998315393870101 0.998262895325608 0.999
"v.efficacy" "v.efficacy" 0.387297278876839 0.900180813609327 0.622413867148043 0.626507487380752 0.75
