"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0482780961930407 0.0585004256496279 0.0532973481678571 0.0533282711007 0.06 30000 0.9999 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00864947524303089 0.0127245485545718 0.0106356344637184 0.0106672243978278 0.01 30000 0.9999 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.69620818966377 0.75273833198448 0.724458172850197 0.724488044215239 0.7 30000 0.9999 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.67039196805895 0.725342329995878 0.697868323255062 0.697860365535007 0.7 30000 0.9999 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.666653399841316 0.725696608443594 0.696730144665311 0.696738119073633 0.7 30000 0.9999 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.690114471991041 0.74385775600581 0.71774507548653 0.717421254379375 0.7 30000 0.9999 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999298015544879 0.999999999324988 0.999810042921631 0.999752913126197 0.9999 30000 0.9999 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99935791317823 0.99999999810822 0.999839930445218 0.999779433962055 0.9999 30000 0.9999 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999425349600936 0.999999868190872 0.99984968617622 0.999796568033441 0.9999 30000 0.9999 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998983730864042 0.999999767556454 0.999683494981501 0.999604676818485 0.9999 30000 0.9999 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.547559818267095 0.750040344067299 0.64322162522974 0.645420400163379 0.6 30000 0.9999 "1500+/5000-"
