"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0512963819331149 0.0646450948521878 0.0580548561304025 0.0579625117841936 0.06 30000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00927227702902153 0.0149326425906277 0.0120745713088881 0.0120986882881877 0.01 30000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.682026548538949 0.82902615254269 0.753758212132214 0.754875262586433 0.7 30000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.643138325803691 0.749176513242367 0.694663104966672 0.695232890119683 0.7 30000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.67706338926277 0.844438799617011 0.758592081598115 0.760361183058285 0.7 30000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.585254738427978 0.712487486515859 0.650180308421964 0.651533668343267 0.7 30000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.996773208438644 0.999748620402633 0.998305538644526 0.998256491701314 0.999 30000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.9970230433718 0.999994704845684 0.998728787302522 0.998623709602635 0.999 30000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998007250634533 0.999997345124268 0.999169054919837 0.999088198135297 0.999 30000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998553380702168 0.999999394972623 0.999587799561744 0.999461813139265 0.999 30000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.433997257999484 0.659931946506479 0.542797115535149 0.544472845304088 0.6 30000 0.999 "30+/100-"
