"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0505063470874496 0.06156797828187 0.0564455311758622 0.0564330622565096 0.06
"Low prevalence pop" "Low prevalence pop" 0.00604814397185726 0.0101890526540486 0.00799831507388832 0.00803389341512717 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.683247137324884 0.741451316429346 0.711466151449199 0.711164697127029 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.667210557933288 0.72372206918462 0.693749471883355 0.693692252266581 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.681475649934539 0.739045139372809 0.708923388745129 0.708802166908424 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.661714842613431 0.718896615419006 0.691007912640172 0.690989269330976 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998984545066438 0.999924822850309 0.999519272279718 0.999482656506479 0.9997
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998668696545457 0.999999962454369 0.999500668350997 0.999431477975477 0.9997
"SpStd vaccine pop" "SpStd vaccine pop" 0.998833033679287 0.99994609067393 0.99948663286806 0.999440345674292 0.9997
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998700025801984 0.999999961990602 0.999528800951073 0.999452209449817 0.9997
"v.efficacy" "v.efficacy" 0.47612595527178 0.665851115275119 0.570963525846514 0.573355555825023 0.6
