"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0540292873203706 0.064108193160117 0.0587973926137214 0.0587956000964492 0.06
"Low prevalence pop" "Low prevalence pop" 0.00747532128098851 0.011489964180755 0.00940989034211889 0.00941388633603913 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.671337434299237 0.807755027938294 0.744677812262126 0.744334768106442 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.664509102451328 0.756151293193044 0.709034094764099 0.709612551837968 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.668127953584702 0.807688396307798 0.733990078663338 0.735080253115802 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.657885273361284 0.747266919250625 0.700634143222688 0.701117292591109 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997304879223788 0.999564383446663 0.998473716700584 0.998446110038066 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998159855091505 0.999997284321582 0.999221497388437 0.999152845282937 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.997717045952345 0.999776203569767 0.998735359170707 0.998714095202597 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.998139194571175 0.999998449563518 0.999178512658404 0.999119547454465 0.999
"v.efficacy" "v.efficacy" 0.455761359326412 0.637455756146281 0.545404401152664 0.546401182947885 0.6
