"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.054212080508989 0.0644308423622078 0.0591666701966465 0.0592012075565817 0.06 50000 0.9993 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00828851628171069 0.0120738948505292 0.0101804904268065 0.0102119059444563 0.01 50000 0.9993 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.6661539193235 0.754451244922873 0.712496892757765 0.712314279562898 0.7 50000 0.9993 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.670798258493789 0.736696146896406 0.702718714849879 0.703022426745315 0.7 50000 0.9993 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.624788672052451 0.71730746460012 0.669311661227449 0.669791172077402 0.7 50000 0.9993 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.651322549459732 0.736798762642713 0.690918122935475 0.691298048887894 0.7 50000 0.9993 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998457743322561 0.999995698957756 0.999297708716675 0.999250576029604 0.9993 50000 0.9993 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997122404834575 0.999533864973243 0.998424116701805 0.998378064997947 0.9993 50000 0.9993 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998759873112282 0.999999905276751 0.999483973644831 0.999436105045176 0.9993 50000 0.9993 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999118147141467 0.99999993316894 0.999746665423515 0.999674458015198 0.9993 50000 0.9993 "300+/1000-"
"v.efficacy" "v.efficacy" 0.527965004382747 0.707432638518731 0.610788942975931 0.612481998366049 0.6 50000 0.9993 "300+/1000-"
