"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0369761823007767 0.0694615092702154 0.0522782700020243 0.0524745954898457 0.06
"Low prevalence pop" "Low prevalence pop" 0.00533313295715682 0.0177412687567732 0.0111468562009038 0.0113567341483138 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.500088097360679 0.802339378243257 0.615802007175183 0.631290459849459 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.599217435260522 0.940777030189705 0.76095180816986 0.76238376361434 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.674680294149416 0.999877232079812 0.858046233915264 0.847710076168176 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.500916646088924 0.764348179876499 0.616636770554132 0.62605004150276 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.994478938421231 0.999986537089326 0.997226352016648 0.997126542618307 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.991762725858893 0.999996161294785 0.996979161161866 0.996548002856344 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.9937117456923 0.999999735769729 0.997968009297064 0.997529028530037 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.993518891234791 0.999998087346532 0.997521600848225 0.997179624973878 0.999
"v.efficacy" "v.efficacy" 0.314730324182195 0.881219626118701 0.56769020530685 0.579411748068777 0.6
