"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0540211813682746 0.0621016409487992 0.0582219572502036 0.0582263101852617 0.06 1e+05 0.999 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00813654061992212 0.0113934191156266 0.0096121576688627 0.00966098473096338 0.01 1e+05 0.999 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.666997867631431 0.743143477423117 0.704181831032779 0.704316018649381 0.7 1e+05 0.999 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.639233653261031 0.704294194630633 0.670359245202058 0.670562945147774 0.7 1e+05 0.999 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.672822821616858 0.746523383638654 0.707616002434999 0.707752466655791 0.7 1e+05 0.999 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.67915590041018 0.749409860491208 0.712910329496516 0.712938938160971 0.7 1e+05 0.999 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998357029470661 0.999629475466507 0.999021352682539 0.999000893350418 0.999 1e+05 0.999 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99708591239252 0.999057276364669 0.998093270484805 0.998088180148574 0.999 1e+05 0.999 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998200955623744 0.999530698827534 0.998896588416548 0.998888051626937 0.999 1e+05 0.999 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99760852599301 0.999536408560432 0.998584863854204 0.998582180937763 0.999 1e+05 0.999 "300+/1000-"
"v.efficacy" "v.efficacy" 0.529578892257951 0.668136772884403 0.600765002302901 0.601266576500305 0.6 1e+05 0.999 "300+/1000-"
