"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0580735761610467 0.0649344094779791 0.0614586399301683 0.0614875479512959 0.06 90000 0.9996 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00884561130006458 0.0114388783013161 0.0100986114895905 0.0101078248087977 0.01 90000 0.9996 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.680741934582834 0.73087467689713 0.705985136906834 0.705807926834886 0.7 90000 0.9996 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.677632597540599 0.722410560627258 0.699558236740317 0.699578852020218 0.7 90000 0.9996 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.68456860553691 0.734167598739809 0.709039957914742 0.708771934167214 0.7 90000 0.9996 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.68175782126558 0.724327063133385 0.702866981204584 0.70299692645247 0.7 90000 0.9996 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999299358984401 0.999969127454977 0.999692940466385 0.999663645396799 0.9996 90000 0.9996 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999259143749877 0.99998204089472 0.999686681059522 0.99965339162895 0.9996 90000 0.9996 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999126074404003 0.999894081022779 0.999541339475706 0.9995210107426 0.9996 90000 0.9996 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99871897192603 0.999842485640273 0.999315724677781 0.999292808098347 0.9996 90000 0.9996 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.509023615737926 0.617565813310069 0.563493930059193 0.564474996724227 0.6 90000 0.9996 "1500+/5000-"
