"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0514861265454656 0.0630158618220418 0.0573863700868618 0.0574142433347 0.06 30000 0.9993 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00677954464634886 0.0111628909098366 0.00880464489107624 0.00886299880901368 0.01 30000 0.9993 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.643986956206212 0.744576833562357 0.694703748040787 0.694429329233727 0.7 30000 0.9993 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.666980238566891 0.75019289014273 0.709344203756694 0.709231537535577 0.7 30000 0.9993 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.612149453545869 0.720520544538079 0.664104415237043 0.664895716629019 0.7 30000 0.9993 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.69688363261419 0.784247789026614 0.740436497935506 0.740639970573942 0.7 30000 0.9993 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997946506347912 0.999962311477451 0.998968846941244 0.998924911988973 0.9993 30000 0.9993 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997547301978723 0.999753080823169 0.998692019953581 0.998642064218718 0.9993 30000 0.9993 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998553648056244 0.999934734242311 0.999336787178507 0.999286281859803 0.9993 30000 0.9993 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998654659405054 0.999999596947859 0.999558876107826 0.999468617147814 0.9993 30000 0.9993 "300+/1000-"
"v.efficacy" "v.efficacy" 0.487583918654074 0.700216149006318 0.588764019245478 0.590653749518331 0.6 30000 0.9993 "300+/1000-"
