"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.058443113227712 0.0613041801923581 0.0599015308286275 0.0599032331924099 0.06
"Low prevalence pop" "Low prevalence pop" 0.00945631742112358 0.0105964057803382 0.00999846817154331 0.0100030272915793 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.843294147334789 0.869304490078246 0.856376481199054 0.856368409199068 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.83590260416422 0.85755296316047 0.847219521865385 0.847176252336451 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.843834601124543 0.868260873517588 0.856594111311395 0.856512908714778 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.83525859688674 0.857878089201713 0.846162265574873 0.846204613539575 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999726259194244 1.00016909053693 0.999959143315071 0.99995545420998 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999775597722243 1.00031258465176 1.00003715853103 1.00003785728152 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999455054908607 0.999958757405978 0.999721367859165 0.999721006615124 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999631290726956 1.00018438244434 0.99990139019713 0.999900882982203 0.9999
"v.efficacy" "v.efficacy" 0.702032338529126 0.759032507277074 0.728158921973465 0.728381190955861 0.75
