"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0536389024842912 0.0624903613676244 0.057842431740517 0.0578781775114493 0.06 80000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00781603390053673 0.0114193356154917 0.00961427208397871 0.00964522261332452 0.01 80000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.665108103566308 0.7685569358586 0.715193801382148 0.715798526576071 0.7 80000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.656219144436429 0.730238183714622 0.691978562554033 0.692490391765909 0.7 80000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.678453757804695 0.781366933003449 0.727954844887041 0.728257796025036 0.7 80000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.667261861263529 0.751455663874098 0.713431576460746 0.713409223707261 0.7 80000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997762992365492 0.99947745661396 0.998669836314233 0.998651613243575 0.999 80000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997194363012203 0.999394461094561 0.998345709931782 0.998335079930201 0.999 80000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997670369635149 0.999459678173266 0.998613366840663 0.998581132900439 0.999 80000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997887480047467 0.999806151079526 0.998917412978607 0.998886131812431 0.999 80000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.515661584879363 0.675130618088323 0.594843751777085 0.595764546167934 0.6 80000 0.999 "30+/100-"
