"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0542242427745578 0.0614260403393537 0.0576791278521731 0.0577236614827387 0.06
"Low prevalence pop" "Low prevalence pop" 0.00765668355879995 0.010390382259793 0.00895603934664278 0.00897903817864124 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.688371448637783 0.740634105028096 0.714269345600556 0.713974942110315 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.668196573002681 0.715978986331313 0.693112025927918 0.69340085676361 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.700885461602177 0.753676467077778 0.726671449263601 0.726493506091452 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.679523110504013 0.728757986591833 0.704361403239758 0.704202591448432 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998093227505404 0.999241045621674 0.998689916044786 0.998680507337876 0.9991
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997645705191943 0.999098374419141 0.998377548343884 0.99836224055092 0.9991
"SpStd vaccine pop" "SpStd vaccine pop" 0.998663207977082 0.999623668938763 0.999164115558278 0.999150288825834 0.9991
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998315918244058 0.99972360370612 0.999049875748381 0.999031629388769 0.9991
"v.efficacy" "v.efficacy" 0.501255051274883 0.620129167030359 0.558762180093469 0.559337723373873 0.6
