"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0571012606616537 0.0637694107960247 0.0604414084458254 0.0604685530925078 0.06
"Low prevalence pop" "Low prevalence pop" 0.00883421686259796 0.0114027031249381 0.0100447705939956 0.0100732773687519 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.782379946673727 0.854006352499835 0.816488843959875 0.816294853035028 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.827296587447524 0.878368747981679 0.851817114263525 0.851916054688171 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.797081961981072 0.870542460247534 0.832687921657971 0.832441001370207 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.829487523776657 0.881474357757443 0.855536183533604 0.8557110570295 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998122726050137 0.999490857605416 0.998870282104805 0.998859749626906 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998088185148868 0.999634462697833 0.998925282691456 0.998905824094066 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998820048237985 1.0000454965768 0.999452549880815 0.99943503071006 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998511925952347 0.999962306024856 0.99928391839666 0.999272124205026 0.999
"v.efficacy" "v.efficacy" 0.563618413109846 0.685253345474276 0.618981553760455 0.619854414791509 0.6
