"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0584799758084683 0.0613274533333827 0.0599402281041971 0.0599458206944087 0.06
"Low prevalence pop" "Low prevalence pop" 0.0094302863604808 0.0106937922187147 0.0100430277070037 0.0100490399915481 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.832471028671408 0.874337053491579 0.85329545706575 0.853336129511535 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.835345980764424 0.858436404731915 0.846523548648983 0.846683466788427 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.839800998768076 0.881090097622666 0.860305147243342 0.859911310752029 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.835707877229455 0.857093279634845 0.845712247175503 0.845826182469332 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999733599027871 1.00004232724376 0.999879839696249 0.999879156051202 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999771909898861 1.00030310827264 1.00005160017159 1.00004999502283 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999676355397728 0.999996303323426 0.999846926436658 0.999844202058872 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99959838192159 1.00018775684882 0.999916131925083 0.999912711414732 0.9999
"v.efficacy" "v.efficacy" 0.275480174256454 0.306134614210738 0.29056991636944 0.29060742469973 0.3
