"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.057426151058528 0.0609126562391326 0.0591603655635695 0.0591674870933677 0.06
"Low prevalence pop" "Low prevalence pop" 0.00904731275353132 0.0104858276955437 0.00975288533034141 0.00975543249406392 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.685421351659499 0.720061370043061 0.70311789736975 0.702872028824722 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.67942648404953 0.711172029321555 0.694544651382344 0.694624367446712 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.687807526496144 0.723749200716098 0.705551748983931 0.705423551477969 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.680049312233032 0.710731231014144 0.696053520545763 0.696079985782434 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999378110126498 1.00002522527936 0.999697532298678 0.999695944079818 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999626321328024 1.00034186481704 0.999970751876542 0.99997077245135 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999641710248588 1.00024750435246 0.999948478356961 0.999945608205116 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999387407478268 1.00014356819655 0.999747879206017 0.999744424528011 0.9999
"v.efficacy" "v.efficacy" 0.707709581078193 0.778924076923061 0.743739709883291 0.743968238435181 0.75
