"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0575283701164303 0.0782570382495394 0.0674921284485154 0.0675986725708046 0.06
"Low prevalence pop" "Low prevalence pop" 0.00561825390769993 0.0139506644472039 0.00955917127293106 0.00977359815508573 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.682769964721795 0.905028310633094 0.798436476179888 0.796739193560168 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.7921457223689 0.936821827095462 0.870130843554834 0.869534122196617 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.753362158257538 0.968533841216218 0.866105396979777 0.863967794392193 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.773518267558833 0.911374344581842 0.84200277499007 0.840975182237546 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998314488064173 1.0010374389643 0.999833211458732 0.999722265749087 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998892327468245 1.00224802115179 1.00064009666282 1.00059107669432 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998451541477402 1.00133775006574 1.00013208825564 1.00002202353358 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.9967129405458 1.00109958538842 0.999165514624052 0.999068867820361 0.9999
"v.efficacy" "v.efficacy" 0.348314533240199 0.623315767484885 0.476190689948069 0.48084637169165 0.6
