"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0555561554511833 0.0631240433690696 0.0593521776508292 0.0593625624184765 0.06 1e+05 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00793973488972015 0.0109931764595721 0.00944788130687113 0.00945715507540698 0.01 1e+05 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.65281987495835 0.740524635887453 0.696208313141096 0.696114819972944 0.7 1e+05 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.679206687314269 0.750450006421168 0.713653503366371 0.714192926244231 0.7 1e+05 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.659913455461961 0.750454303179352 0.705841777509071 0.705852000265548 0.7 1e+05 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.670546593013249 0.733957019553422 0.702266299825144 0.70229577071977 0.7 1e+05 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998031137352519 0.999461583226882 0.998737411819351 0.998726995579082 0.999 1e+05 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99870847500868 0.999999663177889 0.999412494090287 0.999375959692848 0.999 1e+05 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998530437380901 0.99986660187427 0.999209729278253 0.999203589559711 0.999 1e+05 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997365748924259 0.999285782175996 0.998399093242243 0.998383208115146 0.999 1e+05 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.533028482472499 0.668579467075097 0.597403063570675 0.598154725611061 0.6 1e+05 0.999 "30+/100-"
