"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0570167718231985 0.0654679966478499 0.0612215943959453 0.0612464291759381 0.06 70000 0.9991 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00928926770408913 0.012717526532191 0.010980292451602 0.010991917061284 0.01 70000 0.9991 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.648949135731663 0.735228766285898 0.692050204223625 0.691846709426344 0.7 70000 0.9991 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.656877949073108 0.722700445215028 0.689788169220108 0.690178792354991 0.7 70000 0.9991 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.633812199472198 0.72309204237191 0.678446040981759 0.678740567119615 0.7 70000 0.9991 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.647912290896647 0.712475100114707 0.679218735847662 0.679358983216937 0.7 70000 0.9991 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997906210549819 0.999650220411987 0.998785542189405 0.998767310218829 0.9991 70000 0.9991 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998746109914987 0.999999948507403 0.99956233708859 0.999488381310645 0.9991 70000 0.9991 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998185493453153 0.999631776298918 0.998943049655071 0.99891608285543 0.9991 70000 0.9991 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998304964607532 0.99984779386403 0.999139369247307 0.999104242357025 0.9991 70000 0.9991 "300+/1000-"
"v.efficacy" "v.efficacy" 0.49568864879526 0.644476089206942 0.573899029819601 0.574430817511358 0.6 70000 0.9991 "300+/1000-"
