"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0545030869946916 0.0640683330462547 0.0591724735730559 0.0591889065311853 0.06 50000 0.9993 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.0083566001053281 0.0120738245544977 0.010187480080414 0.0102069764021254 0.01 50000 0.9993 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.665523443018288 0.75779713305787 0.712127745848426 0.712202398559929 0.7 50000 0.9993 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.669761864236811 0.737939851824454 0.703408653863053 0.703469700393877 0.7 50000 0.9993 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.623262882893031 0.716310982382324 0.670104869395811 0.669950069888379 0.7 50000 0.9993 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.65235667858257 0.731308599341282 0.690721394497355 0.691136861599206 0.7 50000 0.9993 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998446721711424 0.999999827816536 0.999306997722556 0.999257285442474 0.9993 50000 0.9993 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997221063443407 0.99955761026575 0.998410801186786 0.998381114544352 0.9993 50000 0.9993 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998766661862578 0.999999670697333 0.999489508563913 0.999442964324195 0.9993 50000 0.9993 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999087936410901 0.999999884881282 0.999724429828078 0.999658730462474 0.9993 50000 0.9993 "300+/1000-"
"v.efficacy" "v.efficacy" 0.523737510976205 0.701464475252873 0.611472998232607 0.613178260330739 0.6 50000 0.9993 "300+/1000-"
