"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0575166037965441 0.0652817647094602 0.0614175023270492 0.0614328429068 0.06 80000 0.9995 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00864055646558424 0.0114822451903692 0.00996830536663491 0.00997713215055689 0.01 80000 0.9995 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.676558975392843 0.728298358738664 0.701463561300412 0.701515508678371 0.7 80000 0.9995 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.69228599022579 0.7384016717329 0.715636436174823 0.715382105525199 0.7 80000 0.9995 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.671060504826715 0.72322742053747 0.695266634360448 0.695362613850434 0.7 80000 0.9995 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.674405328770139 0.719327731450063 0.695831831271812 0.695808443471087 0.7 80000 0.9995 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999033554375341 0.999936390240519 0.999525695800281 0.999501360053946 0.9995 80000 0.9995 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999234374062958 0.999999924275091 0.999741060635522 0.99968994244657 0.9995 80000 0.9995 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999315481312499 0.999981557732978 0.999698431932674 0.999671466910063 0.9995 80000 0.9995 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998264195476411 0.999624797139015 0.998975661176142 0.998962064771215 0.9995 80000 0.9995 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.507133545393988 0.627822660876393 0.566958392763832 0.568140304867621 0.6 80000 0.9995 "1500+/5000-"
