"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0594258594419502 0.0683790532319019 0.0639949214809881 0.0639474512258162 0.06 70000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.0105102857637407 0.0143902799298703 0.0124581530464245 0.0124396177745707 0.01 70000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.619484779977966 0.732717486241913 0.675070205933535 0.675853475721312 0.7 70000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.639197111323604 0.706929150931388 0.671061564661834 0.671362124139307 0.7 70000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.628381285761064 0.742783964701928 0.680960122169529 0.681419433312965 0.7 70000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.663150578436194 0.742102101806005 0.700503966214898 0.701348089581983 0.7 70000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998187478519424 0.999931446715671 0.999074250776516 0.999042434692959 0.999 70000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99802241101931 0.999999116689619 0.999072999274355 0.999022016093464 0.999 70000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998225500714886 0.999959315767973 0.999103495378107 0.999074848632244 0.999 70000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998874446653855 0.999999898452212 0.999669934957281 0.999578661899284 0.999 70000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.452110778375353 0.608389425132903 0.528975394238054 0.529267763248843 0.6 70000 0.999 "30+/100-"
