"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0560187047158974 0.0649971956056728 0.0601690403637782 0.0602452541508438 0.06 60000 0.9993 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00726217993956773 0.0105793923344569 0.00887769877489793 0.00889478347279377 0.01 60000 0.9993 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.646636419757923 0.752513077002568 0.700626205066458 0.70097279153892 0.7 60000 0.9993 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.645904563479206 0.713411893550899 0.680982951213584 0.680541512822665 0.7 60000 0.9993 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.657486782587994 0.772979166948717 0.716777373791545 0.716975213689293 0.7 60000 0.9993 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.678825591407151 0.760615167963916 0.721166111078718 0.720994714285092 0.7 60000 0.9993 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997535762233634 0.999447632651675 0.998488920762509 0.998471567673256 0.9993 60000 0.9993 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997887646990702 0.999899459359485 0.998886412068363 0.998853783091534 0.9993 60000 0.9993 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998446198490851 0.999977259457894 0.99921619675741 0.999191369560233 0.9993 60000 0.9993 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999212613065864 0.999999967655324 0.999769574032276 0.999708827586648 0.9993 60000 0.9993 "30+/100-"
"v.efficacy" "v.efficacy" 0.506146862957446 0.670917129594218 0.583538580304885 0.584843201718224 0.6 60000 0.9993 "30+/100-"
