"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0525172932100953 0.0629317933622435 0.0577718966877633 0.0578386652076498 0.06 40000 0.9997 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00837513107383914 0.0125213799829934 0.0105196761493322 0.0105417774079856 0.01 40000 0.9997 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.640906747810347 0.742542418077183 0.689543779272598 0.690067947129887 0.7 40000 0.9997 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.661888231368113 0.740005863511811 0.699762258310823 0.699633880585538 0.7 40000 0.9997 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.660181197813213 0.760449773066588 0.713690557064043 0.713846343738078 0.7 40000 0.9997 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.676984075752037 0.755689501031715 0.713919014182932 0.714020814324815 0.7 40000 0.9997 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997986845012077 0.99982393108029 0.999020880369427 0.998972753290345 0.9997 40000 0.9997 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998513879269453 0.99999953157125 0.999447912774409 0.999365227223839 0.9997 40000 0.9997 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998013332321385 0.999984903698969 0.99896709769533 0.998938150587529 0.9997 40000 0.9997 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998576187744635 0.999999744503027 0.999495072912859 0.999408697999236 0.9997 40000 0.9997 "300+/1000-"
"v.efficacy" "v.efficacy" 0.505927023941036 0.703263943588929 0.602071035865052 0.603601268382558 0.6 40000 0.9997 "300+/1000-"
