"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0583219833519123 0.0664234386502293 0.0622827761961687 0.0623117870042136 0.06 1e+05 0.9991 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00888236405972367 0.0121475722977273 0.0104971155101004 0.0105123569637261 0.01 1e+05 0.9991 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.651765439958594 0.747172058792244 0.700665797661184 0.700409553118068 0.7 1e+05 0.9991 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.634362389854772 0.695970616235244 0.664789928721526 0.664888929770652 0.7 1e+05 0.9991 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.636051248846004 0.724742124752521 0.676344064906626 0.677019573133449 0.7 1e+05 0.9991 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.660944856167108 0.73366257009038 0.697109784769623 0.697117374887158 0.7 1e+05 0.9991 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998851123192534 0.999997134177763 0.999483823988129 0.99944867630824 0.9991 1e+05 0.9991 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997544227944318 0.999500266954518 0.998564346777949 0.998547185195925 0.9991 1e+05 0.9991 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998028172944641 0.999513857860659 0.998796260503695 0.99878623420045 0.9991 1e+05 0.9991 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998617392960532 0.999999445329388 0.999367792155461 0.999333792485924 0.9991 1e+05 0.9991 "30+/100-"
"v.efficacy" "v.efficacy" 0.485986410555585 0.616349603997525 0.551216814634161 0.551465944710889 0.6 1e+05 0.9991 "30+/100-"
