"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0544037689750336 0.0623822664908636 0.0584428580174163 0.0584304102837023 0.06
"Low prevalence pop" "Low prevalence pop" 0.00808521387329174 0.0115838067167775 0.00980188548972797 0.0098378142512936 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.668678458400152 0.76784619358837 0.717187266074101 0.717720369270214 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.659231079461793 0.733825072478149 0.698472158536864 0.698235164938692 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.677998373795888 0.776533600321934 0.726297994955521 0.726722650121534 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.672417420971762 0.745501318557266 0.708995707586183 0.709151912828962 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.998246876025665 0.99965426587229 0.998992705069523 0.99898257856586 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997740831063652 0.999634380291607 0.998708669005367 0.998696594598154 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998237066595581 0.999734730943116 0.998959281614987 0.998946563157292 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.997897391755156 0.999875748013042 0.998859658319883 0.998839570251751 0.999
"v.efficacy" "v.efficacy" 0.463496791530396 0.593839819712069 0.529308723575382 0.530325527211641 0.6
