"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0566966352592752 0.0649265546056707 0.0607323243897201 0.0608140778017533 0.06 60000 0.9999 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00875084336390524 0.0118832824736144 0.0102598058601248 0.0102601952207641 0.01 60000 0.9999 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.667076584680497 0.751443284048388 0.710172645057701 0.709832134945446 0.7 60000 0.9999 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.690672663531066 0.750377266099332 0.720438898527583 0.720581488953426 0.7 60000 0.9999 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.663877265385083 0.748172533472864 0.708223964051882 0.707682518477231 0.7 60000 0.9999 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.715055842326798 0.775890166349362 0.746577662347103 0.746246269238196 0.7 60000 0.9999 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998934591196149 0.999999509453715 0.999560401955036 0.999519600232231 0.9999 60000 0.9999 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999237165576322 0.999999915098257 0.999764557664627 0.999710357588806 0.9999 60000 0.9999 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998906471409496 0.999999945693523 0.999542374012311 0.999497909065481 0.9999 60000 0.9999 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99920810558412 0.99999997079963 0.999765775565782 0.999706032626638 0.9999 60000 0.9999 "300+/1000-"
"v.efficacy" "v.efficacy" 0.478233912609278 0.615501260006401 0.544714835309279 0.544897279389211 0.6 60000 0.9999 "300+/1000-"
