"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0558477611885651 0.0643185475612549 0.0600622110891419 0.0601081573356701 0.06 60000 0.999 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00750284065544119 0.0106297706051549 0.00903859244286693 0.00905676275595585 0.01 60000 0.999 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.654303439981723 0.709798646049572 0.683607693439945 0.683406007027369 0.7 60000 0.999 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.676462073026288 0.725710671158859 0.699638992799737 0.699556467630739 0.7 60000 0.999 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.686116215372129 0.742041198166546 0.713880515093215 0.713656521724474 0.7 60000 0.999 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.693093557469177 0.742837666366545 0.717239774298926 0.717453298480918 0.7 60000 0.999 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997460769741797 0.998969582315303 0.998240318131249 0.998231568980843 0.999 60000 0.999 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998063298953529 0.999597279068973 0.998847183819416 0.99883244283679 0.999 60000 0.999 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998482198369728 0.999688316778605 0.999114476532013 0.999093872640935 0.999 60000 0.999 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998649236351639 0.999843972746536 0.999350737718609 0.999316809974584 0.999 60000 0.999 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.520886019054421 0.669946241649859 0.594865015169425 0.596162485779278 0.6 60000 0.999 "1500+/5000-"
