"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0534703619913659 0.0604609799539978 0.0570505500420791 0.057048782272707 0.06 1e+05 0.9997 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00740505279266407 0.010144802737339 0.00874588021033393 0.0087577697929635 0.01 1e+05 0.9997 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.657878785418488 0.728036384869843 0.691342187448522 0.691448103580568 0.7 1e+05 0.9997 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.697367567528348 0.755582531613942 0.727098838277338 0.726866763702058 0.7 1e+05 0.9997 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.67363520001127 0.745741870551996 0.708581511743621 0.709289394770254 0.7 1e+05 0.9997 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.684911756732996 0.745524523825859 0.712945796673615 0.713028658940823 0.7 1e+05 0.9997 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999084805887513 0.999999817641424 0.999572600628026 0.999547908768056 0.9997 1e+05 0.9997 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998596340138377 0.999992769459589 0.999303771830884 0.999279669061401 0.9997 1e+05 0.9997 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999058542215416 0.999914962620997 0.999520947189199 0.999501788500663 0.9997 1e+05 0.9997 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99818363049484 0.999549362349009 0.998873076199377 0.998862690238727 0.9997 1e+05 0.9997 "300+/1000-"
"v.efficacy" "v.efficacy" 0.546449228525389 0.674590982068036 0.609852963290213 0.609634979241345 0.6 1e+05 0.9997 "300+/1000-"
