"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0580341215976129 0.0662076546767942 0.0622450022296803 0.0622250094929605 0.06
"Low prevalence pop" "Low prevalence pop" 0.00865759269434312 0.0120467968269055 0.010382978665255 0.0104192617859466 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.63141120598016 0.70933873545056 0.671445400186704 0.671296955683074 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.667471897244367 0.736202363752565 0.700754092952853 0.701014703645009 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.651240010596932 0.732447911966455 0.691574364093972 0.691851983140341 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.650642679103194 0.720659353953988 0.686187112858631 0.685815587022865 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998040043619394 0.999810569229341 0.99899283134172 0.998987669214106 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998208034070048 1.00013801652664 0.999179989461699 0.999173657294388 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998459124905324 1.00020630725394 0.99936077967116 0.999362717284433 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998034125162607 0.999936359942934 0.999010649591316 0.998999563117741 0.999
"v.efficacy" "v.efficacy" 0.709023328716498 0.874937621844864 0.789146934459517 0.790392681752133 0.75
