"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0560381809125427 0.0640023245096721 0.0601445406565384 0.0601465452098359 0.06 80000 0.9998 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00761917695429275 0.010630539378341 0.00915071200270185 0.00914780847306779 0.01 80000 0.9998 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.683143261649043 0.76489753989227 0.725335822557559 0.725103244812683 0.7 80000 0.9998 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.687584081947537 0.758076980131248 0.721763090759238 0.721706484578912 0.7 80000 0.9998 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.65576149568022 0.737313306773405 0.69709736340294 0.697161207484218 0.7 80000 0.9998 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.687110134654154 0.753676922568548 0.719286100005294 0.719562220660231 0.7 80000 0.9998 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999279827308971 0.999999981586503 0.999764536285095 0.999715003862676 0.9998 80000 0.9998 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998770833383507 0.999999702585431 0.999515948696015 0.999459082691934 0.9998 80000 0.9998 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99935360382067 0.999999996778095 0.99979265255929 0.999747762969081 0.9998 80000 0.9998 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998423352421939 0.999998636713028 0.999242025659395 0.999204354993717 0.9998 80000 0.9998 "30+/100-"
"v.efficacy" "v.efficacy" 0.507150122551431 0.631815800046014 0.567349390693619 0.569096609482369 0.6 80000 0.9998 "30+/100-"
