"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0566454036958706 0.0656332836724703 0.0610545830195618 0.0610871734006612 0.06 50000 0.9996 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00820053055773513 0.011373654059659 0.00974168683320804 0.00976609403368794 0.01 50000 0.9996 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.69493869693591 0.750698157576901 0.721641716244081 0.72150036112318 0.7 50000 0.9996 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.680199685382897 0.729459344425336 0.705070896229168 0.704828435100309 0.7 50000 0.9996 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.684212746462693 0.739621963366951 0.711704180219868 0.711498649234824 0.7 50000 0.9996 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.699530031949294 0.747682047661474 0.722536317231358 0.722493753228035 0.7 50000 0.9996 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998970484360147 0.999934099022267 0.999522046335297 0.999494641317904 0.9996 50000 0.9996 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998776397985265 0.999895536693596 0.999395667615628 0.999359237440102 0.9996 50000 0.9996 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998701699055898 0.999841697148401 0.999314020279646 0.999285431717673 0.9996 50000 0.9996 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999033701173692 0.999981237133439 0.999590753071326 0.999543398164395 0.9996 50000 0.9996 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.50797516706388 0.659020208767974 0.581699388467438 0.582755862579902 0.6 50000 0.9996 "1500+/5000-"
