"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0357840051748985 0.060714415626986 0.0481598770107767 0.0483468192690543 0.06
"Low prevalence pop" "Low prevalence pop" 0.00386031197760342 0.0139632537475512 0.00824571319909009 0.00864478564441062 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.538992854387717 0.908935042432147 0.721132395340279 0.72656588314517 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.613179363285831 0.861635408233703 0.742520767585706 0.741691027855031 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.550370378132942 0.919239083040154 0.740972812248404 0.745074119801761 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.601920833672371 0.884620939998251 0.739023135575717 0.74287603823768 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.996304896149188 1.00106344651005 0.998991732464104 0.998835492332493 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.993770960321466 1.00074382364519 0.997332118937696 0.997243695250391 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.996376436798044 1.0011693890935 0.999044726472978 0.998907020515941 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.996866057155483 1.0021423908993 0.99974594331608 0.999668360300152 0.9999
"v.efficacy" "v.efficacy" 0.301629384948455 0.796817694552998 0.541501957444716 0.550174263541533 0.6
